CONTENT,from_user_description
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,Highly clumsy and usually lost...
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"Practical  God fearing guy who loves music, movies & good food with a Gr8 sense of humor I  fascinated by  people behavior"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"Dreamer turned engineer, entrepreneur, writer, model and actor with a Bollywood calling. Foodie, movie buff, tech lover, fashion freak & wanderlust. Live happy!"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,AAP National Social Media||AAP Youth Wing|| Always Ready For Action||Tweets are personal
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"He has a right to criticize, who has a heart to help. 
? Abraham Lincoln"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,Struggle is a continuous process
ndtv: .MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/Qaaok9YfBc https://t.co/0ukUUzma3m,"Media Presenter, Photographer"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,Social Worker
.@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,Breaking news alerts from India
@rssurjewala Look at tweet time 420 ?????? clearly tells what people think of shree 420 @INCIndia and pappu https://t.co/x9YibPgVLH,"A son, a husband and a father who always fight for what's right. New to Twitter. Tweets are personal, RTs are the same thought echoed through other handles."
""" .. rules which are first announced by govt and then operationalised by the RBI.""https://t.co/pcoj75QHFh#DeMonetisation #currencyban","Architect, designer, amateur photographer. Love coffee, chocolates, gadgets, travel & the Himalayas!"
Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship https://t.co/JYUm24yheE https://t.co/D8VCPEuF5N,"Get your entertainment fix here: Bollywood masala, Hollywood gossip, and celebrity photos  served hot and fresh"
"Rs 2,000 can be withdrawn from Big Bazaar outlets using debit cards from Thursday, reports news agency ANI #currencyban #DeMonetisation",Sub-Editor/Reporter @thedeccanherald
"@narendramodi @arunjaitley pls ensure thr is enuf cash in branchs.Ppl r gting restless.M a banker,i cn exprience it #NoteBandi #currencyban",
"Government extends parking fee waiver at airports till November 28, reports PTI. #DeMonetisation #currencyban",Sub-Editor/Reporter @thedeccanherald
An open letter to Indian leader Narendra Modi | The Japan Times https://t.co/0TLtpHJQM4 #currencyban,"An evolutionary spirit. Lot of men were destined, I, create my own."
"@narendramodi sir I am giving you Rs 2.5L , please arrange my sister's marriage.. #currencyban","Daring,brave heart citizen of India.. will go with what I feel RIGHT.. (not influenced by others).. mind it..
also a post graduate Electrical Engineer"
RT @ndtv: PM @narendramodi facing threat to life after #currencyban: Baba Ramdev @yogrishiramdev https://t.co/qmpMZh6x94 https://t.co/QM41e,"2002 ka Hero..
?????? ???? ??????.
????? ?? ????, ?????? ?? ???????"
To demonetize currency now Politicians whom may have #BlackMoney are the ones whose protesting. Ordinary peoples supporting #CurrencyBan 2/2,"Whatever can Happen, Will Happen - Murphy's Law"
An old story but effects are there in the banks of Bihar villages. #currencyban #CurrencyCrisis https://t.co/pyfurxj3Mg,"Reporter @TheStatesmanLtd. Small town boy lost in a big city, Dhoni's fan, loves nothing better than a good food, sleep or cricket match."
"""@ndtvindia: #CurrencyBan ?? ???? ?? ???? ???? ??? #ArvindKejriwal""wait for few date ,Dehli public changing for you &amp;your political carrier.",12 sci
RT @ballotboxindia: Story of Surgical #Demonitization-Love #tax Aur Dhoka. #Demonitization #currencyban #India #LokSabha @ArvindKejriwal ht,"Connecting Research With Democracy. Start A Solution, Make an Impact. ?????? ???, ?????? ????, ??????? ??????? ??? ??? ?????. - ????? ????????? ?????? ???????"
Please participate and support the good cause. Let's thwart the #BlackMoney supporter's. #DeMonetisation https://t.co/DaQ9XZjLIo,"Infosec guy, thinker, fearless, independent, wish to make world a better place but India first. And retweets are just to initiate discussion."
#Demonetisation Move Has Failed To Unearth 'Real' Black Money: Shiv Sena #Modi #currencyban #India #CashCleanUp https://t.co/Z867JbDjyj,".Net Developer, Football Fan. 
Visca El Barca! #UCL #EPL #TechNews"
RT @SMEpost: Mst Wtch #SMEpost Daily #NewsFlash Nov22@minmsme @MSMETRKOLKATA #startup #currencyban #Expressway @kvicindia #MSMEshttps://t,"Small is big,let's make it bigger with #SMEpost | Journalist | Work for MSMEs | Movie Lover | Translator | Love to write | Mountain Lv | https://t.co/ULBfqaSGWs"
RT @SMEpost: Mst Wtch #SMEpost Daily #NewsFlash Nov22@minmsme @MSMETRKOLKATA #startup #currencyban #Expressway @kvicindia #MSMEshttps://t,Official Twitter Account of MSME - TOOL ROOM KOLKATA
Mst Wtch #SMEpost Daily #NewsFlash Nov22@minmsme @MSMETRKOLKATA #startup #currencyban #Expressway @kvicindia #MSMEshttps://t.co/DDNUUYjj7T,"News, Views, Analysis, Success Stories, In Conversation, Best  Practices and More From The World Of Small & Medium Enterprises.#SuperSMEawards"
#Gujarat #Congress|@Bsolanki26 resident #slammed #govt on #currencyban at the cost of poor https://t.co/zsPrwVHUZP @gujcongress,Authentic Video based News updates from Ahmedabad and Gujarat
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"?Upcoming Lawyer
????MODI BHAKT ???
Mu$¡c ManiAc
Dreamer?Achiever?Thinker
?ChoCohol¡C?
?Amb¡vert
?NycToPh¡le

#?? Avid Reader??BooKaHol¡c??#

?Tw£eT$ ¡n L¡k$?"
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,follow the heart... and listen to the brain..!
LET militants who were killed in Kashmir wr carrying new currency notes of Rs 2000. D militants didn't tke long gt https://t.co/FwO7hKbWNA,"Assistant Executive Editor ETV News Network @News18Hindi  https://t.co/G1ITIrxD7J
Formerly Editor ETV News Gujarati,  @timesnow @indiatoday @zeenews"
"RT @vrishi1705: 82,500 ATMs recalibrated to dispense new notes #Demonitization #currencyban #NewCurrencyNotes https://t.co/QH7nagq3ei","a PROUD INDIAN, a PROUD HINDU, a PROUD TAMILIAN"
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,This is the Shadow Handle of @INCIndia.This is an initiative to keep a tab on the ailing GOP.A liberal Indian-Do no tolerate extremism of any religion
#Anand:#farmers #protest against #currencyban &amp; #hardship; #throw #milk &amp; #vegetables on #road https://t.co/pLx65GS9YK,Authentic Video based News updates from Ahmedabad and Gujarat
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,"spiritual, inspired by thoughts and literature of pt Sriram Sharma Acharya,swami vivekanand;vegetarian;"
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,In Abu Dhabi.In love with Mother India. Secret affair with God. Humane.Secular.Liberal.Left of Centre. For full Freedom of Expression*. *Terms&conditions apply.
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,
"RT @vrishi1705: 82,500 ATMs recalibrated to dispense new notes #Demonitization #currencyban #NewCurrencyNotes https://t.co/QH7nagq3ei",Namo fan .Love India & it comes first Rest all later...retweet no endorsement..
"u can get medicine upto 25-90% off Helpline Pharmacy18/4, Yusuf Sarai Market,(Green Park Metro Station),#humanity in #currencyban",Worked as Journalist ( sting specialist) .. Now running ma family business .Still do Stings on requests .. rest later on
#OpinionHow can long queues at #ATMs and Branches be cut short?| #currencyban| Column by Rohit Lohia @cointribehttps://t.co/YECDl0W7FY,"Techcircle covers consumer #tech, biz tech, #internet & #mobile in #India. Owned by @NewsCorp @VCCircle. Signup for our free newsletter: https://t.co/DpT1lqmLbT"
better stop criticizing  and start working on new assaults by Govt to unearth Black money. It's going to be gruesome #currencyban,
When senior level politicians fight like school kids! #demonetization #currencyban @ShashiTharoor @AnupamPkher https://t.co/xvrXhPTFGi,"We reveal News Leaks in Public Interest. Working on the ideology of 'No Fear, No Favor.' Cover Politics, Satire, Business, Entertainment and Lifestyle."
RT @Voice_Your_Vote: Government's Decision On Currency Notes Is :-Tags- #BlackMoney #CurrencyBan Modi 500 &amp; 1000 Rs,"Student at BHU varanasi, ??Nationalist ????? ??????, ???? ???? , ?????? ???? ?????? workers, hate seculars ??? anti indians ??"
Let bank deposit enough of money in atms insisted of cashless or not working #currencyban #demonetization @publictvnews @tv9kannada,
"RT @ndtv: Change PM, not notes: @ArvindKejriwal ups ante against government on #currencyban https://t.co/kYuWiHZKsR https://t.co/g7d7xulzJW",Freelancer. Interested in Politics & Current affairs.
"RT @SMEpost: #CurrencySwitch #Impact | Who gains, who loses@minmsme #currencyban #RS500 @DIPPGOI @MSMETRKOLKATA #startup #MSMEshttps://t.",Official Twitter Account of MSME - TOOL ROOM KOLKATA
"82,500 ATMs recalibrated to dispense new notes #Demonitization #currencyban #NewCurrencyNotes https://t.co/QH7nagq3ei","Entrepreneur, Designer, Thinker.
cofounder @oizom. Interested in #Innovation driven #startups."
RT @bailbuddhi: Nothing to say.#SamvaadDay3 #????_????_?????_???? #currencyban #BlackMoney #ModiFightsCorruption #Kejriwal #Mamtabanerjee,"consultant gynecologist at Divakars Hospital, Bengaluru and president of FOGSI and technical resource group member for ministry of health and family welfare;"
"#CurrencySwitch #Impact | Who gains, who loses@minmsme #currencyban #RS500 @DIPPGOI @MSMETRKOLKATA #startup #MSMEshttps://t.co/jNp9lZ3QQl","News, Views, Analysis, Success Stories, In Conversation, Best  Practices and More From The World Of Small & Medium Enterprises.#SuperSMEawards"
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"I'm a woman, Phenomenally. Phenomenal woman. That's me. ?"
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,X ????? ????? ??? ??? ?? ???? ??? ???..???????????  ?????????..
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"BE, MBA, PG In Journalism. A CG Artist and Indian Air Force Veteran who believes in our cultural values. Nation First rest afterwards."
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"???????? ????????, ???????????,????????????,ATC & ETF team ?????
????????? ?????? ????????? ???? ?????
 ???????? ????? ?? parody account
I love #IndianArmy"
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,football and politics buff. Love to read. Left = Right if done correctly. Anger is evil.
An idea without execution is hallucination#DeMonetisation #India #currencyban,"Founder - Comparometer.IN,
Voracious Online Shopper, Mommy to a handsome boy & a Proud Indian :)"
Comment below with your opinion!  @Woxsen #Discussion #DeMonetisation #DeMonetisationResponse #Rs500andRs1000 https://t.co/K7XV0SG8wj,"We prepare leaders to tackle complex business challenges globally. Powered by a global network & our entrepreneurial genome, we stress on practice and action."
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"I am devotee of our PM Modi Ji. In next 15 years, he will change the destiny of India. We may be World Leader in all spheres and no poverty in India."
What's up? #ban on selling #Gold?#currencyban https://t.co/Ev0ty6FwmM,"Indian Heart, Colorful Personality! ????My Tweets: https://t.co/csEtArtLlk"
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"???? ??????????? ??? ??????????????? ???????????? ????? ???? ?? ?? ??????????? 
???? ???? ?? ??? ??????? Hard
Nationalist, Fan of NaMo."
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"100% follow back. 

i like Onl¥ & 0n|¥ like politics . ???????? ?? ?????? ???? ??? ? ???? ???????? ?? ?? ??? ???"
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"????? ?? ??? ????? ...???? ?? ??? ???? ??.....

tweets in likes ??"
RT @deep_anchor: It's another day for you and me in  paradise.#Demonetization#CurrencyBan#AccheDin( via @ttindia ) https://t.co/sKuU8ei,"Proud Indian Muslim, simple person struggling hard to make both ends meet like many other fellow Indians. .."
RT @bailbuddhi: Nothing to say.#SamvaadDay3 #????_????_?????_???? #currencyban #BlackMoney #ModiFightsCorruption #Kejriwal #Mamtabanerjee,
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,
RT @dineshakula: NO new Rs 500 notes in #Hyderabad....where r the new notes....#currencyban,Breaking news alerts from Telangana. We follow back.
RT @dineshakula: NO new Rs 500 notes in #Hyderabad....where r the new notes....#currencyban,Na gurunchi telisinollu naa bio adagaru chal phut
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"?? ??????? ?? ????????
???? ?? ???? ????????

???? ???? ?? ?? ??? ?????? ? ???

????? ???????

????? ?? ?????? ??? ?????

tweet in likes

???? ???_??? ????"
RT @deep_anchor: It's another day for you and me in  paradise.#Demonetization#CurrencyBan#AccheDin( via @ttindia ) https://t.co/sKuU8ei,Tech | News | Humor
RT @deep_anchor: It's another day for you and me in  paradise.#Demonetization#CurrencyBan#AccheDin( via @ttindia ) https://t.co/sKuU8ei,
RT @ChilliFL: https://t.co/T7yNEJdJQn via @giphyThose Who Have Not Yet Exchanged #aamirkhan #currencyban #demonetization #PK #Bollywood,#Bollywood #news #gossip #chatter #filmi #india #filmstars. Your main hub for Bollywood related tweets.
